"ppt","sess","block","cond","stimulus","failtrial","response","rkey","RT","score","cumulative_score","R"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",1348,10,5250,"C"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",1565,10,5260,"N"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",2377,10,5270,"C"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",1059,10,5280,"C"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",1090,10,5290,"N"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",905,10,5300,"N"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",1588,10,5310,"C"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",2113,10,5320,"C"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",1626,10,5330,"N"
"17","2","2","MANUAL","n",FALSE,"FALSE_ALARM_CONFLICT","F",3393,-10,5320,"C"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",3237,10,5330,"N"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",1560,10,5340,"N"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",2835,10,5350,"C"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",2475,10,5360,"N"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",2677,10,5370,"C"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",1731,10,5380,"C"
"17","2","2","MANUAL","n",FALSE,"HIT_NON_CONFLICT","J",1511,10,5390,"N"
"17","2","2","MANUAL","c",FALSE,"HIT_CONFLICT_ONTIME","F",1489,10,5400,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2659,10,10,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1004,10,20,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3244,10,30,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",884,10,40,"N"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",4184,10,50,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2573,10,60,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",948,10,70,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",2355,10,80,"N"
"18","1","1","AUTO","c",TRUE,"FALSE_ALARM_NON_CONFLICT","F",2540,-10,70,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2507,10,80,"C"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",1161,10,90,"N"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",3718,-10,80,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",948,10,90,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1204,10,100,"C"
"18","1","1","AUTO","c",TRUE,"FALSE_ALARM_NON_CONFLICT","F",2116,-10,90,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",4315,10,100,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3928,10,110,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1544,10,120,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4523,10,130,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4186,10,140,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3096,10,150,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3892,10,160,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1385,10,170,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2203,10,180,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",2455,10,190,"N"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",2411,10,200,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2823,10,210,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1669,10,220,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1624,10,230,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1723,10,240,"N"
"18","1","1","AUTO","c",TRUE,"FALSE_ALARM_NON_CONFLICT","F",4520,-10,230,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3074,10,240,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",4471,-10,230,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1593,10,240,"N"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",2951,-10,230,"C"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",3740,10,240,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1286,10,250,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1452,10,260,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4556,10,270,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1563,10,280,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",4838,-10,270,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",4095,-10,260,"N"
"18","1","1","AUTO","c",TRUE,"FALSE_ALARM_NON_CONFLICT","F",4063,-10,250,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4244,10,260,"C"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",2437,10,270,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3891,10,280,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4410,10,290,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4455,10,300,"C"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",3898,10,310,"C"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",4555,-10,300,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2300,10,310,"C"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",3035,10,320,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4263,10,330,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1607,10,340,"C"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",3092,-10,330,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1359,10,340,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1476,10,350,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1196,10,360,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",899,10,370,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2725,10,380,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",808,10,390,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",954,10,400,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1511,10,410,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3878,10,420,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1258,10,430,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2348,10,440,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2296,10,450,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3146,10,460,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4949,10,470,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4956,10,480,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1124,10,490,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2437,10,500,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4724,10,510,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4345,10,520,"C"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",4644,-10,510,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1656,10,520,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",2489,10,530,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",2952,10,540,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1414,10,550,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3324,10,560,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",2996,-10,550,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3003,10,560,"C"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",2932,-10,550,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1407,10,560,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3943,10,570,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4195,10,580,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1063,10,590,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1366,10,600,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3814,10,610,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1348,10,620,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1033,10,630,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1017,10,640,"C"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",2932,-10,630,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",877,10,640,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1496,10,650,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",3240,-10,640,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1123,10,650,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2970,10,660,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2470,10,670,"C"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",2363,-10,660,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3618,10,670,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",4443,10,680,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",809,10,690,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1943,10,700,"C"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",986,10,710,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3240,10,720,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",856,10,730,"N"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",4180,10,740,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",840,10,750,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1094,10,760,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3484,10,770,"N"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",4885,-10,760,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",886,10,770,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",2622,10,780,"N"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",3652,-10,770,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1003,10,780,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1931,10,790,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",792,10,800,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2151,10,810,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3157,10,820,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",5496,10,830,"C"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",1085,-10,820,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",796,10,830,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2703,10,840,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2868,10,850,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",4311,10,860,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3128,10,870,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2900,10,880,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4249,10,890,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1352,10,900,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4168,10,910,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",916,10,920,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",759,10,930,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3368,10,940,"C"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",791,10,950,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3436,10,960,"C"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",4250,10,970,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3352,10,980,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",796,10,990,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",747,10,1000,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2408,10,1010,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",727,10,1020,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",4044,10,1030,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",951,10,1040,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1319,10,1050,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3543,10,1060,"C"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",2412,-10,1050,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",986,10,1060,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3452,10,1070,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",5564,10,1080,"C"
"18","1","1","AUTO","c",TRUE,"FALSE_ALARM_NON_CONFLICT","F",1979,-10,1070,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",4409,10,1080,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1094,10,1090,"C"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",2630,-10,1080,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1732,10,1090,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",790,10,1100,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",910,10,1110,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3128,10,1120,"C"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",4664,10,1130,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3834,10,1140,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3706,10,1150,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1804,10,1160,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1084,10,1170,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",859,10,1180,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1926,10,1190,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1894,10,1200,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1596,10,1210,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3063,10,1220,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",932,10,1230,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2123,10,1240,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3756,10,1250,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3014,10,1260,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1100,10,1270,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1125,10,1280,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3366,10,1290,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",860,10,1300,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1630,10,1310,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",795,10,1320,"N"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",783,10,1330,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",2856,10,1340,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3365,10,1350,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3012,10,1360,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",5304,10,1370,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3896,10,1380,"C"
"18","1","1","AUTO","c",TRUE,"FALSE_ALARM_NON_CONFLICT","F",4855,-10,1370,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",3256,-10,1360,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3017,10,1370,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",903,10,1380,"N"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",4008,10,1390,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",806,10,1400,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",968,10,1410,"C"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",1333,10,1420,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2508,10,1430,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",988,10,1440,"N"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",3867,10,1450,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2618,10,1460,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",744,10,1470,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3365,10,1480,"N"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",4070,10,1490,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3307,10,1500,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1036,10,1510,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4698,10,1520,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3300,10,1530,"N"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",6067,-10,1520,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1063,10,1530,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",744,10,1540,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2984,10,1550,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4616,10,1560,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",772,10,1570,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",776,10,1580,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4476,10,1590,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2903,10,1600,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1751,10,1610,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",724,10,1620,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3958,10,1630,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3124,10,1640,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3284,10,1650,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1723,10,1660,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3417,10,1670,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2970,10,1680,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1804,10,1690,"C"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",2811,10,1700,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1194,10,1710,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4203,10,1720,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2906,10,1730,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1704,10,1740,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2836,10,1750,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",813,10,1760,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2036,10,1770,"C"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",5830,-10,1760,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1167,10,1770,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",826,10,1780,"N"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",5483,-10,1770,"C"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",2904,-10,1760,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",787,10,1770,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1928,10,1780,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4057,10,1790,"C"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",4228,-10,1780,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3077,10,1790,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",839,10,1800,"C"
"18","1","1","AUTO","n",TRUE,"HIT_NON_CONFLICT","F",3013,10,1810,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2844,10,1820,"C"
"18","1","1","AUTO","c",TRUE,"HIT_CONFLICT_ONTIME","J",3990,10,1830,"C"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",2598,-10,1820,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1750,10,1830,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",3350,-10,1820,"N"
"18","1","1","AUTO","n",FALSE,"FALSE_ALARM_CONFLICT","J",3981,-10,1810,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2412,10,1820,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",1254,10,1830,"C"
"18","1","1","AUTO","n",TRUE,"FALSE_ALARM_CONFLICT","J",3064,-10,1820,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",966,10,1830,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2597,10,1840,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",2947,10,1850,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",4938,10,1860,"N"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",3909,10,1870,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3210,10,1880,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3580,10,1890,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",4248,10,1900,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",678,10,1910,"C"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",3324,10,1920,"C"
"18","1","1","AUTO","n",FALSE,"HIT_NON_CONFLICT","F",1835,10,1930,"N"
"18","1","1","AUTO","c",FALSE,"FALSE_ALARM_NON_CONFLICT","F",5752,-10,1920,"N"
"18","1","1","AUTO","c",FALSE,"HIT_CONFLICT_ONTIME","J",891,10,1930,"C"
